Student_ID,Student_Name,Gender,Age,Branch,CGPA,Attendance_Percentage,Technical_Skills,Internships,Projects,Certifications,Aptitude_Score,Communication_Score,Placement_Status,Company,Salary_Package_LPA
STU205,Kavya Bansal,Female,23,Mechanical Engineering,8.27,89.0,3,0,2,4,69.6,57.4,Not Placed,Not Applicable,0.0
STU206,Aditya Saxena,Male,25,Mechanical Engineering,9.01,91.4,1,2,2,0,65.3,78.9,Placed,Accenture,12.85
STU207,Reyansh Kumar,Male,22,Computer Science Engineering,7.98,76.9,6,2,2,3,83.4,34.3,Placed,HCLTech,9.19
STU208,Aadhya Rao,Female,24,Artificial Intelligence & Machine Learning,7.56,80.5,8,0,3,1,53.6,74.6,Placed,Accenture,11.36
STU209,Yash Pandey,Male,20,Civil Engineering,6.96,94.8,2,0,1,4,59.9,36.6,Not Placed,Not Applicable,0.0
STU210,Nikhil Reddy,Male,21,Computer Science Engineering,7.73,60.3,3,1,4,0,69.6,53.7,Placed,Capgemini,11.61
STU211,Aditya Tripathi,Male,23,Electronics & Communication,6.58,92.0,7,1,2,0,63.3,72.8,Placed,HCLTech,9.2
STU212,Shreya Nair,Female,21,Civil Engineering,5.46,76.3,6,1,0,4,63.2,34.8,Not Placed,Not Applicable,0.0
STU213,Ishita Chatterjee,Female,20,Computer Science Engineering,9.04,66.6,10,1,1,3,78.2,67.5,Placed,IBM,13.41
STU214,Manav Bansal,Male,21,Electronics & Communication,6.39,67.6,8,3,5,4,31.5,44.4,Placed,Wipro,9.28
STU215,Ishita Gupta,Female,20,Information Technology,7.08,69.6,7,1,5,1,98.6,50.5,Placed,Deloitte,11.64
STU216,Reyansh Chauhan,Male,25,Information Technology,8.06,65.5,4,0,3,3,70.7,49.8,Placed,Capgemini,10.92
STU217,Yash Bhatt,Male,22,Computer Science Engineering,8.83,100.0,7,1,2,4,54.8,44.9,Placed,Accenture,11.72
STU218,Kavya Singh,Female,23,Computer Science Engineering,7.66,85.9,8,0,1,1,91.3,39.1,Not Placed,Not Applicable,0.0
STU219,Tanvi Kumar,Female,20,Electronics & Communication,6.21,92.8,5,1,2,6,63.9,96.1,Placed,Cognizant,9.52
STU220,Diya Iyer,Female,21,Mechanical Engineering,7.1,86.7,5,0,3,2,64.3,62.3,Not Placed,Not Applicable,0.0
STU221,Kavya Saxena,Female,23,Mechanical Engineering,6.72,80.7,6,0,3,2,58.1,46.4,Not Placed,Not Applicable,0.0
STU222,Ishita Reddy,Female,22,Information Technology,7.36,80.9,4,2,5,1,88.4,56.6,Not Placed,Not Applicable,0.0
STU223,Aditya Bhatt,Male,25,Computer Science Engineering,8.63,75.2,6,3,3,2,61.8,65.5,Placed,HCLTech,13.01
STU224,Vivaan Yadav,Male,23,Electronics & Communication,5.0,76.2,6,2,2,3,51.9,59.3,Not Placed,Not Applicable,0.0
STU225,Kabir Reddy,Male,20,Artificial Intelligence & Machine Learning,6.99,63.1,8,0,5,2,80.0,46.0,Placed,Capgemini,8.69
STU226,Yash Joshi,Male,22,Civil Engineering,6.92,93.0,5,0,3,1,83.3,51.5,Not Placed,Not Applicable,0.0
STU227,Aadhya Iyer,Female,21,Mechanical Engineering,6.14,58.2,7,2,4,4,90.9,82.8,Not Placed,Not Applicable,0.0
STU228,Vivaan Saxena,Male,22,Electronics & Communication,7.99,67.3,5,0,4,1,73.4,44.0,Not Placed,Not Applicable,0.0
STU229,Aditi Patel,Female,22,Civil Engineering,5.99,100.0,7,2,4,4,82.6,35.0,Placed,Wipro,6.67
STU230,Riya Kumar,Female,24,Computer Science Engineering,6.1,81.6,5,4,5,2,57.3,59.2,Placed,IBM,8.0
STU231,Meera Chatterjee,Female,22,Electronics & Communication,8.25,82.1,7,0,4,2,80.5,36.0,Not Placed,Not Applicable,0.0
STU232,Reyansh Kumar,Male,22,Artificial Intelligence & Machine Learning,8.9,87.6,7,1,4,1,75.4,51.4,Placed,Deloitte,14.44
STU233,Meera Chauhan,Female,23,Civil Engineering,7.32,61.5,3,1,0,0,71.5,46.2,Not Placed,Not Applicable,0.0
STU234,Arjun Chauhan,Male,21,Artificial Intelligence & Machine Learning,6.18,63.3,8,1,4,5,34.0,46.4,Not Placed,Not Applicable,0.0
STU235,Nikhil Chatterjee,Male,23,Electronics & Communication,6.69,74.7,5,0,2,2,55.0,66.0,Placed,Deloitte,8.85
STU236,Riya Chauhan,Female,23,Mechanical Engineering,8.41,69.2,5,2,5,5,61.2,68.9,Not Placed,Not Applicable,0.0
STU237,Siddharth Gupta,Male,20,Computer Science Engineering,7.52,79.1,4,0,5,3,71.6,52.9,Placed,Accenture,10.03
STU238,Ishaan Verma,Male,23,Artificial Intelligence & Machine Learning,7.3,85.8,6,1,2,1,100.0,63.6,Not Placed,Not Applicable,0.0
STU239,Riya Chauhan,Female,24,Mechanical Engineering,7.71,96.7,5,2,4,0,77.5,52.2,Placed,Deloitte,12.73
STU240,Karan Sharma,Male,24,Information Technology,7.36,89.7,6,2,0,3,47.4,71.0,Placed,Infosys,9.83
STU241,Myra Saxena,Female,20,Artificial Intelligence & Machine Learning,8.95,68.1,6,1,2,4,53.4,42.8,Not Placed,Not Applicable,0.0
STU242,Nisha Agarwal,Female,25,Computer Science Engineering,6.65,75.5,7,1,0,2,87.0,67.5,Not Placed,Not Applicable,0.0
STU243,Riya Sharma,Female,21,Computer Science Engineering,6.54,72.2,10,2,6,1,52.6,68.6,Placed,Infosys,10.69
STU244,Rahul Reddy,Male,21,Mechanical Engineering,6.02,67.8,6,2,4,0,80.3,100.0,Not Placed,Not Applicable,0.0
STU245,Karan Iyer,Male,23,Information Technology,6.86,65.1,4,3,5,1,64.1,38.7,Not Placed,Not Applicable,0.0
STU246,Neha Bhatt,Female,23,Computer Science Engineering,6.31,100.0,1,1,6,3,59.0,100.0,Not Placed,Not Applicable,0.0
STU247,Kabir Singh,Male,25,Artificial Intelligence & Machine Learning,7.62,80.1,3,2,5,7,52.8,76.4,Placed,Deloitte,13.67
STU248,Myra Mehta,Female,23,Artificial Intelligence & Machine Learning,7.42,77.3,8,0,5,4,7.2,92.4,Placed,Capgemini,9.14
STU249,Aadhya Iyer,Female,21,Computer Science Engineering,6.32,85.8,7,1,2,2,71.7,78.6,Not Placed,Not Applicable,0.0
STU250,Neha Bhatt,Female,22,Information Technology,7.99,86.4,3,0,3,2,43.1,50.8,Placed,Accenture,9.93
STU251,Siddharth Pandey,Male,24,Artificial Intelligence & Machine Learning,8.92,93.4,10,0,8,3,36.5,74.9,Not Placed,Not Applicable,0.0
STU252,Kabir Nair,Male,22,Artificial Intelligence & Machine Learning,7.76,71.1,6,0,0,1,66.5,55.0,Not Placed,Not Applicable,0.0
STU253,Sneha Dwivedi,Female,22,Electronics & Communication,5.0,84.8,6,1,1,3,80.5,63.7,Not Placed,Not Applicable,0.0
STU254,Krishna Chatterjee,Male,21,Artificial Intelligence & Machine Learning,9.39,69.1,10,1,3,2,31.5,47.4,Placed,TCS,11.82
STU255,Vihaan Verma,Male,22,Electronics & Communication,8.15,77.7,9,0,6,3,80.1,54.8,Placed,Accenture,10.92
STU256,Sameer Chauhan,Male,25,Information Technology,9.36,80.7,7,1,1,1,45.7,78.5,Placed,Deloitte,13.73
STU257,Pooja Mehta,Female,20,Information Technology,8.49,81.9,7,2,5,6,73.7,71.6,Placed,Deloitte,11.09
STU258,Diya Chauhan,Female,23,Electronics & Communication,8.69,81.3,7,0,3,2,72.4,80.4,Not Placed,Not Applicable,0.0
STU259,Tanvi Bansal,Female,20,Information Technology,7.61,89.6,5,0,5,4,58.3,44.0,Not Placed,Not Applicable,0.0
STU260,Rohan Bansal,Male,24,Mechanical Engineering,7.14,72.8,6,2,7,4,62.5,36.9,Placed,Accenture,11.22
STU261,Riya Verma,Female,23,Electronics & Communication,7.77,82.2,7,1,5,0,54.9,81.5,Not Placed,Not Applicable,0.0
STU262,Noor Saxena,Other,22,Information Technology,6.69,70.9,5,2,6,2,66.7,80.4,Not Placed,Not Applicable,0.0
STU263,Karan Gupta,Male,24,Mechanical Engineering,7.83,100.0,4,1,1,0,66.6,68.2,Not Placed,Not Applicable,0.0
STU264,Rahul Patel,Male,23,Electronics & Communication,5.0,69.0,5,2,2,3,45.4,71.3,Not Placed,Not Applicable,0.0
STU265,Nisha Mehta,Female,25,Artificial Intelligence & Machine Learning,7.44,71.6,4,0,1,3,37.6,78.0,Placed,Tech Mahindra,7.26
STU266,Priya Reddy,Female,25,Computer Science Engineering,8.74,90.6,6,0,5,4,80.2,67.7,Placed,Deloitte,11.67
STU267,Diya Kapoor,Female,25,Computer Science Engineering,7.49,74.8,2,2,2,4,65.7,73.1,Not Placed,Not Applicable,0.0
STU268,Aadhya Rao,Female,25,Civil Engineering,9.13,90.6,6,3,2,2,77.7,77.2,Placed,HCLTech,13.37
STU269,Vihaan Tripathi,Male,22,Electronics & Communication,7.14,81.8,2,1,2,0,49.9,63.6,Placed,Accenture,6.98
STU270,Vihaan Chatterjee,Male,20,Civil Engineering,8.4,75.2,5,0,2,8,47.2,59.8,Placed,Infosys,8.11
STU271,Saanvi Bansal,Female,23,Electronics & Communication,6.52,71.0,7,1,2,8,43.8,70.7,Not Placed,Not Applicable,0.0
STU272,Pooja Rao,Female,22,Information Technology,8.36,70.5,7,1,2,4,58.7,99.0,Placed,HCLTech,11.81
STU273,Shreya Nair,Female,25,Computer Science Engineering,7.63,75.3,7,0,6,0,66.2,52.3,Not Placed,Not Applicable,0.0
STU274,Ananya Rao,Female,20,Electronics & Communication,7.18,77.9,6,2,0,3,52.2,58.5,Placed,TCS,7.45
STU275,Manav Chatterjee,Male,24,Electronics & Communication,5.0,70.0,3,2,1,1,90.2,38.7,Not Placed,Not Applicable,0.0
STU276,Sameer Kapoor,Male,24,Civil Engineering,7.15,78.7,7,0,4,2,50.4,71.5,Not Placed,Not Applicable,0.0
STU277,Pooja Singh,Female,24,Artificial Intelligence & Machine Learning,7.61,66.9,3,2,6,3,66.5,57.1,Placed,Infosys,10.3
STU278,Ishita Tripathi,Female,25,Information Technology,8.23,89.1,8,3,3,1,46.1,44.0,Placed,Wipro,14.06
STU279,Pooja Mehta,Female,24,Electronics & Communication,8.96,91.4,7,1,3,1,49.9,64.0,Placed,Cognizant,11.24
STU280,Sneha Sharma,Female,21,Electronics & Communication,9.44,71.5,8,3,3,0,60.4,87.4,Not Placed,Not Applicable,0.0
STU281,Myra Kapoor,Female,23,Information Technology,8.65,70.9,6,0,4,4,47.0,59.7,Not Placed,Not Applicable,0.0
STU282,Yash Mishra,Male,23,Mechanical Engineering,6.84,82.1,4,0,1,2,63.6,61.1,Not Placed,Not Applicable,0.0
STU283,Aryan Pandey,Male,25,Computer Science Engineering,7.1,95.2,3,1,4,2,69.9,86.8,Placed,Capgemini,10.04
STU284,Vivaan Malhotra,Male,21,Electronics & Communication,8.14,97.8,3,1,4,1,81.7,64.9,Not Placed,Not Applicable,0.0
STU285,Diya Singh,Female,22,Electronics & Communication,7.92,63.2,2,1,4,0,42.6,46.9,Not Placed,Not Applicable,0.0
STU286,Nikhil Gupta,Male,22,Civil Engineering,9.03,92.1,7,1,1,3,65.0,75.3,Not Placed,Not Applicable,0.0
STU287,Karan Reddy,Male,24,Mechanical Engineering,9.88,79.3,8,0,2,0,60.9,81.9,Placed,HCLTech,12.76
STU288,Krishna Kapoor,Male,20,Artificial Intelligence & Machine Learning,9.67,79.5,7,0,1,4,28.7,62.0,Not Placed,Not Applicable,0.0
STU289,Aryan Tripathi,Male,22,Artificial Intelligence & Machine Learning,8.89,86.1,5,0,2,3,41.7,67.0,Not Placed,Not Applicable,0.0
STU290,Diya Kapoor,Female,20,Civil Engineering,7.93,74.2,10,1,2,2,70.5,45.3,Not Placed,Not Applicable,0.0
STU291,Sameer Tripathi,Male,23,Information Technology,8.75,93.2,5,3,3,3,37.7,51.9,Placed,HCLTech,9.01
STU292,Aryan Gupta,Male,20,Civil Engineering,9.06,97.1,6,1,2,3,60.7,60.0,Not Placed,Not Applicable,0.0
STU293,Shreya Yadav,Female,23,Computer Science Engineering,7.25,97.5,5,2,5,0,23.8,66.2,Placed,Accenture,11.99
STU294,Yash Agarwal,Male,21,Electronics & Communication,6.87,57.9,5,1,5,5,60.1,55.7,Placed,Tech Mahindra,10.23
STU295,Arjun Tripathi,Male,21,Mechanical Engineering,6.63,77.2,7,1,3,4,25.0,59.4,Not Placed,Not Applicable,0.0
STU296,Reyansh Mishra,Male,25,Civil Engineering,6.52,56.8,4,0,5,4,51.1,63.1,Placed,Deloitte,6.26
STU297,Aadhya Gupta,Female,25,Artificial Intelligence & Machine Learning,6.02,70.8,4,3,3,4,54.1,50.0,Not Placed,Not Applicable,0.0
STU298,Aarav Patel,Male,24,Electronics & Communication,7.65,51.2,7,3,8,3,64.2,61.0,Not Placed,Not Applicable,0.0
STU299,Aditi Verma,Female,22,Information Technology,6.4,85.4,5,0,8,2,57.5,82.3,Not Placed,Not Applicable,0.0
STU300,Aditya Bansal,Male,24,Computer Science Engineering,6.62,82.6,6,0,4,4,39.8,56.1,Not Placed,Not Applicable,0.0
STU301,Dhruv Chatterjee,Male,23,Electronics & Communication,8.1,74.8,5,2,1,1,40.1,51.5,Not Placed,Not Applicable,0.0
STU302,Yash Yadav,Male,24,Electronics & Communication,7.58,70.5,5,0,0,5,32.9,96.3,Placed,Infosys,10.62
STU303,Rahul Joshi,Male,20,Civil Engineering,7.83,83.8,4,0,3,6,65.7,68.4,Placed,Wipro,10.07
STU304,Tanvi Bhatt,Female,23,Information Technology,8.77,67.9,4,1,4,1,64.9,53.4,Placed,TCS,9.14
STU305,Shreya Dwivedi,Female,25,Artificial Intelligence & Machine Learning,8.26,67.0,4,0,3,3,74.0,74.7,Not Placed,Not Applicable,0.0
STU306,Riya Kapoor,Female,21,Computer Science Engineering,8.92,65.6,7,2,6,0,53.0,68.8,Not Placed,Not Applicable,0.0
STU307,Sameer Chatterjee,Male,25,Information Technology,7.48,77.6,6,1,4,1,30.8,56.4,Placed,Tech Mahindra,9.21
STU308,Harsh Mehta,Male,22,Artificial Intelligence & Machine Learning,9.01,73.0,7,2,4,1,56.3,64.3,Placed,Infosys,11.32
STU309,Ishita Yadav,Female,23,Mechanical Engineering,7.76,75.4,8,1,3,4,62.2,60.6,Placed,Deloitte,10.24
STU310,Aditya Tripathi,Male,23,Artificial Intelligence & Machine Learning,7.57,86.3,5,2,2,5,41.0,79.9,Placed,Deloitte,13.84
STU311,Sameer Kapoor,Male,20,Civil Engineering,8.86,91.6,7,1,5,1,42.7,75.2,Placed,Tech Mahindra,11.83
STU312,Sameer Mehta,Male,22,Civil Engineering,6.53,97.4,5,2,4,0,70.1,32.9,Placed,HCLTech,7.77
STU313,Nikhil Yadav,Male,21,Electronics & Communication,9.42,80.7,5,2,3,0,63.8,93.5,Not Placed,Not Applicable,0.0
STU314,Kritika Singh,Female,23,Civil Engineering,7.12,84.2,8,1,5,5,82.4,60.7,Not Placed,Not Applicable,0.0
STU315,Kavya Patel,Female,23,Mechanical Engineering,6.18,82.3,7,1,2,3,93.0,90.8,Not Placed,Not Applicable,0.0
STU316,Meera Bhatt,Female,20,Information Technology,8.05,59.9,5,1,2,3,34.9,75.7,Not Placed,Not Applicable,0.0
STU317,Vivaan Saxena,Male,24,Computer Science Engineering,7.02,75.6,6,1,2,0,54.5,68.7,Not Placed,Not Applicable,0.0
STU318,Ishaan Iyer,Male,21,Information Technology,9.43,75.6,3,1,3,1,64.2,63.6,Placed,Wipro,13.13
STU319,Karan Bansal,Male,25,Information Technology,6.97,73.9,6,0,3,7,68.5,100.0,Not Placed,Not Applicable,0.0
STU320,Ishaan Dwivedi,Male,22,Mechanical Engineering,7.71,79.5,3,0,3,5,80.3,60.9,Placed,HCLTech,8.98
STU321,Manav Chatterjee,Male,23,Information Technology,5.97,77.4,4,2,0,1,75.1,54.9,Not Placed,Not Applicable,0.0
STU322,Tanvi Kapoor,Female,23,Civil Engineering,8.21,68.2,7,0,4,2,82.5,56.3,Placed,HCLTech,12.42
STU323,Myra Iyer,Female,25,Electronics & Communication,6.62,78.2,1,1,4,0,63.1,65.0,Not Placed,Not Applicable,0.0
STU324,Karan Bhatt,Male,21,Computer Science Engineering,8.09,72.3,9,1,2,5,50.7,65.0,Placed,Capgemini,9.83
STU325,Ananya Patel,Female,24,Civil Engineering,6.97,50.0,7,1,4,2,97.1,80.1,Not Placed,Not Applicable,0.0
STU326,Kavya Joshi,Female,23,Information Technology,5.35,63.2,2,2,2,2,64.8,76.4,Not Placed,Not Applicable,0.0
STU327,Aryan Rao,Male,21,Artificial Intelligence & Machine Learning,7.53,81.1,10,0,1,2,57.6,76.4,Placed,TCS,7.16
STU328,Nisha Saxena,Female,25,Electronics & Communication,7.49,93.1,10,2,1,3,42.7,61.6,Not Placed,Not Applicable,0.0
STU329,Rohan Bansal,Male,20,Computer Science Engineering,8.28,50.9,5,0,1,2,64.9,75.1,Not Placed,Not Applicable,0.0
STU330,Dhruv Bhatt,Male,24,Electronics & Communication,8.96,69.6,4,1,1,1,80.1,76.7,Not Placed,Not Applicable,0.0
STU331,Sameer Kapoor,Male,22,Information Technology,9.31,85.2,9,1,2,2,53.0,63.8,Placed,TCS,12.76
STU332,Meera Rao,Female,23,Information Technology,8.26,90.5,5,3,1,1,59.6,69.2,Not Placed,Not Applicable,0.0
STU333,Harsh Sharma,Male,21,Civil Engineering,7.68,75.0,6,1,5,0,66.5,76.7,Placed,Capgemini,12.11
STU334,Kabir Joshi,Male,20,Information Technology,5.97,71.8,8,1,2,7,70.5,68.2,Not Placed,Not Applicable,0.0
STU335,Manav Sharma,Male,22,Computer Science Engineering,7.6,94.6,5,0,1,3,57.3,69.6,Placed,Capgemini,10.12
STU336,Vivaan Sharma,Male,21,Information Technology,7.61,89.6,5,1,3,3,54.9,86.1,Placed,Cognizant,11.48
STU337,Ananya Reddy,Female,21,Civil Engineering,7.2,90.3,3,3,5,1,52.8,68.3,Placed,Deloitte,12.36
STU338,Neha Sharma,Female,22,Computer Science Engineering,8.03,74.4,4,2,3,2,42.1,55.9,Placed,Cognizant,12.39
STU339,Karan Tripathi,Male,20,Computer Science Engineering,8.52,93.4,5,1,3,2,48.1,44.8,Placed,Accenture,10.1
STU340,Krishna Verma,Male,25,Computer Science Engineering,6.58,56.7,3,2,1,1,47.7,66.7,Not Placed,Not Applicable,0.0
STU341,Reyansh Mehta,Male,20,Computer Science Engineering,6.57,93.6,3,1,2,2,34.2,60.0,Placed,Wipro,8.09
STU342,Sameer Chatterjee,Male,24,Mechanical Engineering,7.26,79.2,6,1,3,2,79.9,77.1,Not Placed,Not Applicable,0.0
STU343,Yash Verma,Male,23,Electronics & Communication,6.78,81.5,2,0,2,3,68.5,88.7,Not Placed,Not Applicable,0.0
STU344,Kabir Pandey,Male,22,Artificial Intelligence & Machine Learning,5.76,68.7,4,1,4,4,64.6,49.6,Placed,HCLTech,10.77
STU345,Dhruv Bansal,Male,25,Electronics & Communication,6.4,58.2,9,1,4,8,85.5,51.7,Not Placed,Not Applicable,0.0
STU346,Riya Iyer,Female,22,Artificial Intelligence & Machine Learning,6.17,81.3,5,1,4,3,74.9,64.6,Placed,Capgemini,7.97
STU347,Ishita Patel,Female,22,Civil Engineering,8.61,86.6,5,2,2,1,47.8,53.0,Not Placed,Not Applicable,0.0
STU348,Rohan Patel,Male,20,Civil Engineering,9.1,88.4,5,0,3,4,83.1,61.7,Placed,Capgemini,12.01
STU349,Rohan Mehta,Male,23,Artificial Intelligence & Machine Learning,6.3,87.1,5,1,1,0,79.5,57.0,Not Placed,Not Applicable,0.0
STU350,Kavya Chatterjee,Female,24,Mechanical Engineering,7.95,84.4,7,1,3,3,41.9,49.9,Placed,Cognizant,11.02
STU351,Dhruv Joshi,Male,21,Mechanical Engineering,8.27,68.9,7,3,2,0,78.3,77.4,Placed,Capgemini,12.32
STU352,Riya Chatterjee,Female,21,Artificial Intelligence & Machine Learning,5.91,89.2,5,0,0,1,53.6,66.1,Not Placed,Not Applicable,0.0
STU353,Kritika Kapoor,Female,22,Artificial Intelligence & Machine Learning,7.56,67.6,5,1,3,4,79.9,92.5,Placed,Deloitte,9.65
STU354,Krishna Iyer,Male,23,Information Technology,9.93,93.3,8,0,4,2,55.9,70.4,Placed,TCS,13.02
STU355,Harsh Agarwal,Male,25,Mechanical Engineering,8.08,79.0,2,0,1,5,52.4,84.3,Placed,Cognizant,6.61
STU356,Saanvi Patel,Female,20,Civil Engineering,7.15,79.4,5,1,2,2,54.3,54.1,Not Placed,Not Applicable,0.0
STU357,Aditya Reddy,Male,23,Mechanical Engineering,6.84,90.4,6,0,5,4,44.5,53.9,Placed,Deloitte,11.11
STU358,Priya Malhotra,Female,23,Mechanical Engineering,5.38,92.0,4,0,0,1,35.4,98.3,Not Placed,Not Applicable,0.0
STU359,Sneha Chatterjee,Female,20,Electronics & Communication,7.87,89.2,5,3,1,2,17.0,55.9,Placed,TCS,8.05
STU360,Pooja Pandey,Female,22,Mechanical Engineering,9.35,70.2,4,0,2,4,43.0,50.8,Not Placed,Not Applicable,0.0
STU361,Dhruv Chauhan,Male,23,Mechanical Engineering,6.59,89.2,7,0,2,4,100.0,47.4,Placed,TCS,9.75
STU362,Neha Mishra,Female,21,Artificial Intelligence & Machine Learning,5.46,70.2,3,0,2,5,70.6,93.7,Not Placed,Not Applicable,0.0
STU363,Siddharth Pandey,Male,20,Information Technology,6.74,89.5,8,2,4,1,95.6,60.9,Placed,Tech Mahindra,8.85
STU364,Sameer Singh,Male,25,Mechanical Engineering,8.28,62.9,5,1,3,3,56.3,71.1,Not Placed,Not Applicable,0.0
STU365,Neha Joshi,Female,24,Computer Science Engineering,6.97,78.9,5,2,3,1,53.6,67.3,Placed,Cognizant,10.98
STU366,Siddharth Yadav,Male,22,Mechanical Engineering,6.58,70.1,3,0,2,2,92.9,54.1,Not Placed,Not Applicable,0.0
STU367,Simran Patel,Female,20,Computer Science Engineering,7.42,90.4,8,1,3,4,68.8,60.6,Placed,Wipro,12.4
STU368,Simran Mishra,Female,24,Information Technology,7.63,93.4,4,3,1,3,44.8,77.7,Placed,IBM,10.67
STU369,Arjun Saxena,Male,24,Mechanical Engineering,6.01,82.4,3,0,2,0,73.4,46.6,Not Placed,Not Applicable,0.0
STU370,Rohan Gupta,Male,25,Artificial Intelligence & Machine Learning,7.18,82.0,8,1,0,3,84.5,75.1,Not Placed,Not Applicable,0.0
STU371,Kabir Mishra,Male,23,Artificial Intelligence & Machine Learning,6.9,88.5,4,1,4,5,36.3,86.5,Placed,IBM,10.39
STU372,Aditya Rao,Male,25,Information Technology,6.76,93.5,5,0,4,3,70.4,69.4,Placed,Capgemini,10.12
STU373,Yash Sharma,Male,23,Civil Engineering,6.38,80.4,7,0,6,5,37.5,85.0,Not Placed,Not Applicable,0.0
STU374,Anika Yadav,Female,23,Computer Science Engineering,8.34,74.0,6,1,3,3,83.5,44.4,Not Placed,Not Applicable,0.0
STU375,Nikhil Dwivedi,Male,20,Civil Engineering,6.76,87.8,9,2,4,1,66.2,37.5,Placed,Wipro,7.7
STU376,Harsh Kumar,Male,20,Computer Science Engineering,5.41,57.7,4,1,1,1,73.3,68.6,Not Placed,Not Applicable,0.0
STU377,Saanvi Yadav,Female,22,Civil Engineering,7.66,90.9,5,1,3,1,58.1,56.2,Not Placed,Not Applicable,0.0
STU378,Harsh Saxena,Male,23,Civil Engineering,8.13,71.5,5,1,1,1,29.9,78.2,Not Placed,Not Applicable,0.0
STU379,Simran Bansal,Female,24,Information Technology,6.6,77.1,7,3,3,3,54.1,60.3,Placed,Accenture,8.42
STU380,Siddharth Reddy,Male,21,Information Technology,6.84,91.0,8,1,2,4,78.7,67.2,Not Placed,Not Applicable,0.0
STU381,Vihaan Dwivedi,Male,22,Information Technology,6.75,75.0,6,1,5,2,97.9,66.2,Not Placed,Not Applicable,0.0
STU382,Diya Singh,Female,20,Electronics & Communication,7.05,87.8,5,4,4,3,67.1,66.7,Not Placed,Not Applicable,0.0
STU383,Diya Kapoor,Female,25,Computer Science Engineering,8.51,93.7,3,1,1,5,49.6,56.9,Not Placed,Not Applicable,0.0
STU384,Diya Singh,Female,22,Computer Science Engineering,7.29,81.3,6,3,4,1,71.6,44.5,Not Placed,Not Applicable,0.0
STU385,Myra Mehta,Female,22,Computer Science Engineering,8.24,83.7,4,0,2,4,77.1,61.7,Placed,Infosys,8.78
STU386,Priya Mishra,Female,22,Information Technology,6.43,78.6,7,0,1,1,64.4,86.8,Placed,Accenture,8.68
STU387,Siddharth Rao,Male,22,Artificial Intelligence & Machine Learning,7.02,81.4,5,1,6,7,63.3,55.9,Placed,Tech Mahindra,8.97
STU388,Dhruv Gupta,Male,21,Electronics & Communication,8.35,66.6,5,0,1,4,65.8,55.8,Placed,Wipro,11.14
STU389,Neha Chatterjee,Female,25,Civil Engineering,6.59,76.5,3,2,4,0,62.8,67.4,Not Placed,Not Applicable,0.0
STU390,Riya Dwivedi,Female,25,Artificial Intelligence & Machine Learning,8.41,64.5,2,0,4,2,67.4,47.3,Placed,Capgemini,6.96
STU391,Alex Gupta,Other,25,Information Technology,6.77,69.2,9,1,6,2,94.9,80.1,Not Placed,Not Applicable,0.0
STU392,Ishaan Singh,Male,23,Information Technology,7.08,56.0,6,1,6,1,25.4,48.8,Not Placed,Not Applicable,0.0
STU393,Rahul Pandey,Male,24,Mechanical Engineering,9.07,83.2,6,2,1,1,57.7,60.7,Not Placed,Not Applicable,0.0
STU394,Priya Yadav,Female,25,Civil Engineering,6.96,100.0,4,2,4,5,45.2,100.0,Not Placed,Not Applicable,0.0
STU395,Sameer Malhotra,Male,22,Mechanical Engineering,7.55,74.5,7,1,6,1,83.3,47.9,Placed,Cognizant,11.76
STU396,Diya Pandey,Female,22,Civil Engineering,8.02,91.6,7,2,6,2,59.5,87.1,Not Placed,Not Applicable,0.0
STU397,Aadhya Kumar,Female,25,Computer Science Engineering,7.63,93.5,4,1,2,3,72.1,66.8,Not Placed,Not Applicable,0.0
STU398,Reyansh Chauhan,Male,25,Mechanical Engineering,7.66,65.6,3,0,4,0,87.7,68.9,Not Placed,Not Applicable,0.0
STU399,Kavya Rao,Female,22,Mechanical Engineering,7.34,68.2,4,2,4,0,42.5,52.9,Not Placed,Not Applicable,0.0
STU400,Aditi Malhotra,Female,23,Artificial Intelligence & Machine Learning,6.1,91.9,5,1,3,5,52.5,77.0,Placed,TCS,7.46
STU401,Krishna Bhatt,Male,20,Civil Engineering,7.75,78.9,6,1,2,4,85.8,59.5,Not Placed,Not Applicable,0.0
STU402,Kritika Verma,Female,20,Computer Science Engineering,6.67,64.5,6,0,0,3,41.8,47.8,Placed,Wipro,8.76
STU403,Krishna Patel,Male,25,Electronics & Communication,8.18,72.4,8,1,3,2,53.1,86.8,Not Placed,Not Applicable,0.0
STU404,Shreya Bhatt,Female,21,Artificial Intelligence & Machine Learning,8.77,85.0,4,1,0,5,33.2,59.2,Not Placed,Not Applicable,0.0
STU405,Vivaan Gupta,Male,25,Information Technology,5.59,70.5,3,0,1,2,86.5,37.1,Not Placed,Not Applicable,0.0
STU406,Aadhya Kumar,Female,25,Electronics & Communication,8.77,50.0,6,0,3,1,51.5,61.0,Not Placed,Not Applicable,0.0
STU407,Aarav Joshi,Male,20,Information Technology,6.99,76.1,2,1,3,3,68.3,77.1,Not Placed,Not Applicable,0.0
STU408,Dhruv Saxena,Male,22,Information Technology,7.27,77.1,7,4,1,3,74.2,74.7,Placed,Deloitte,12.57
STU409,Saanvi Chauhan,Female,25,Artificial Intelligence & Machine Learning,6.49,80.1,6,0,8,4,47.5,55.4,Not Placed,Not Applicable,0.0
